Case Number,Account Name,Person Type,message,Score,Review,Correct/Incorrect
TS001985818,Innovative Hearth Products,Customer,"<p>Please ignore the last comment message it had a line missing.</p><p></p><p>Please see the response below from our consultant. </p><p></p><p>Great ? on the 810, this looks pretty good, but there are some adjustments needed on the ITD segment:</p><p>&nbsp;</p><p>The logic is a bit complicated here, so if we need to look to enhance the IDoc to restructure the sourcing and simplify, we can look at this as an alternative, however:</p><p>&nbsp;</p><p>-Missing ITD06 / 07 ? should source under the following conditions:</p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;ITD06:</p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;-If no E2EDK18 segment where QUALF = ?002? is present, use E2EDK18-TAGE where QUALF = ?001? to calculate terms net due date:</p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;-E2EDK03-DATUM where IDDAT = ?024? + E2EDK18-TAGE</p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;ITD07:</p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;-If no E2EDK18 segment where QUALF = ?002? is present, use E2EDK18-TAGE where QUALF = ?001? (direct TAGE mapping to ITD07)</p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p><p>In the sample IDoc, there are no terms discounts, so the ITD03 / 04 / 05 are not populated, however for the elements noted above, the full segment should look like this per the IDoc input:</p><p>&nbsp;</p><p>ITD*01*1****20190404*30*****NET 30 DAYS~</p><p>&nbsp;</p><p>Other than this the mapping looks to be correct.&nbsp;</p>",-0.8994483611325849,,
TS001803786,Atalanta Corporation,Customer,"please load and i will continue to test.
",-0.6173526677472239,,
TS001850415,Lindt & Sprüngli International AG,Customer,"Hi,

I dont unterstand your requirment. Why only one file starting with LSSE_5790000000548_PRICAT_ ?

Do you mean using the same filename convention even for DHL?

Thanks, 
Hamed
",-0.7451276724918853,,
TS001922794,"Schneider Enterprise Resources, LLC",Customer,"Hello, map testing is in progress. Thank you, Nance?
",0.651012219561025,,
TS001985818,Innovative Hearth Products,Customer,"<p>Please see the response below from our consultant:</p><p></p><p>Great ? on the 810, this looks pretty good, but there are some adjustments needed on the ITD segment:</p><p></p><p>-Missing ITD06 / 07 ? should source under the following conditions:</p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;ITD06:</p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;-If no E2EDK18 segment where QUALF = ?002? is present, use E2EDK18-TAGE where QUALF = ?001? to calculate terms net due date:</p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;-E2EDK03-DATUM where IDDAT = ?024? + E2EDK18-TAGE</p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;ITD07:</p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;-If no E2EDK18 segment where QUALF = ?002? is present, use E2EDK18-TAGE where QUALF = ?001? (direct TAGE mapping to ITD07)</p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p><p>In the sample IDoc, there are no terms discounts, so the ITD03 / 04 / 05 are not populated, however for the elements noted above, the full segment should look like this per the IDoc input:</p><p>&nbsp;</p><p>ITD*01*1****20190404*30*****NET 30 DAYS~</p><p>&nbsp;</p><p>Other than this the mapping looks to be correct.&nbsp;</p><p></p><p>Thanks</p><p></p><p>Omer</p>",-0.7808760460292963,,
TS001767795,Tesla Motors,Customer,"Hi Team,

We are still working on migration , once we are ready with the details i will update the ticket.

Thanks,
Shoba 
",0.5720447775754081,,
TS002105514,"Church & Dwight Co., Inc.",Customer,"<p>Hello IBM Team,</p><p></p><p>I test one fie in CTE(Process ID - 24979659) environment but the allowance is not calculating properly.</p><p>In EDI file Allowance is coming - <b>54275</b></p><p>SAC*A*F050***<b>54275</b>**********Warehouse Allowance~</p><p></p><p>Please see the calculation below :</p><p>Item Level</p><p>-----------------------------------</p><p>Line Item 1(Allowance) - 121.22</p><p>Line Item 2(Allowance) -&nbsp;76.21</p><p>Line Item 3(Allowance) -&nbsp;28.22</p><p>Line Item 4(Allowance) -&nbsp;25.54</p><p>Line Item 5(Allowance) -&nbsp;20.2</p><p>Line Item 6(Allowance) -&nbsp;19.15</p><p></p><p>Sum of all line item Allowance -&nbsp;&nbsp;&nbsp;  302.49</p><p>Header Allowance -                        + 226.86</p><p>-----------------------------------------------------------</p><p>Sum Of Item and Header -               <b>529.35</b></p><p>-------------------------------------------------------------</p><p>Which will be 52935 in SAC05 .</p><p></p><p>Kindly check an can use file in Process ID - 24979659(CTE) for testing.</p><p></p><p>Thank You,</p><p></p><p>Kind Regards,</p><p>Nitin</p><p></p><p></p>",-0.786695126788741,,
TS002138978,ArvinMeritor Inc (MI),Customer,"Hi Alagappan,

I checked the translated data, and I see that TP LOCATION CODE in 10 record at pos 182 and in 13000 record at pos 161 is populating as CWM_VCE, but according to my PER it should populate as 259_CWM.

?Can you please fix this ASAP and let me know once it is done.

Thanks,
Veena.
?
",-0.8913937825444525,,
TS002171288,"Schneider Enterprise Resources, LLC",Customer,"Hello,

We will re-trigger the 210 test files and let you know if any help needed.

Thanks,
Muthu
",-0.8493542850169398,,
TS001850415,Lindt & Sprüngli International AG,Customer,"Hi, 

I just sent a file LSSE_FL_5790000000548_PRICAT_TEST-20190206-145217-412.EDI.
I have temporarily deactivated the DHL channel. 

Thanks,
hamed

",0.6309440734203436,,
TS001922794,"Schneider Enterprise Resources, LLC",Customer,"Hello,
The only entry in the code list is for the N1*04 Bill to but the N1*04 for shipper and consignee are populated with this value also. CTE pid 3f90597e-772a-4ef3-abd3-0f82ae00ce93C from 03/22.
Contacting Shane to review map logic. Thank you, Nance?
",0.566381349710289,,
TS001781273,Tesla Motors,Customer,"Hi Albert,

Test transmission validated . Please proceed on setup in production.

Regards,
Arjun
",-0.683701660192364,,
TS001985818,Innovative Hearth Products,Customer,"Please send the file again as this one expired
",-0.7782321339414786,,
TS002020744,Premier Farnell Ltd.,Customer,"Please find a PER attached to specify the changes required for a new TP Lookup code but which uses an existing EDI connection (CYPRESS), as described below.  This will involve changes to the ORDRSP used by CYPRESS.

Please cost this PER before commencing work.

Regards
Andre Hill
PF EDI Support
",-0.7739912141210485,,
TS001475541,"Schneider Enterprise Resources, LLC",Customer,"Hi,
The Freight Class Code is not coming across where it is expected after map change.
See PID: fdeee0b4-78f7-4a04-a76e-66fe8d6ee296
Uploaded 20190409_MapChangeRequests.docx
Thank you,
Karla
",-0.8466284858250905,,
TS001767795,Tesla Motors,Customer,"Hi Mike,

Thank you for the information. 
Could you also please confirm, Will IBM be ok in migration the FTP server to SFTP.

Thanks,
Shoba
",0.6700439887929314,,
TS001803786,Atalanta Corporation,Customer,"send the UA and the VN or IN it will be in the same place so just send either one as long as you send the UA with them.

I also attach the spec they are a little complicate.

",-0.7011795314751925,,
TS001850415,Lindt & Sprüngli International AG,Customer,"Hi Alagappan, 

I dont understand why and what i need to check? Im sending two files to /usr/sap/temp/LT1/sci/se/test/outbound/.

Please find below the SAP PO Channel Log:
Write to FTP server ""chsrx026.ch.lindt.net"", directory ""/usr/sap/temp/LT1/sci/se/test/outbound/"", file ""LSSE_FL_5790000000548_PRICAT_TEST-20190206-143827-883.EDI""

Write to FTP server ""chsrx026.ch.lindt.net"", directory ""/usr/sap/temp/LT1/sci/se/test/outbound/"", file ""LSSE_7381010015707_PRICAT_PROD-20190206-143827-927.EDI""

Obviously your rule doesn't work. 

Please check what happens to LSSE_FL_5790000000548_PRICAT_TEST-20190206-143827-883.EDI
",-0.8248633977493445,,
TS001922794,"Schneider Enterprise Resources, LLC",Customer,"Hello, what is the status of the map change? Thanks,  Nance?
",-0.8941428781130869,,
TS002020744,Premier Farnell Ltd.,Customer,"Hi Jas
Thank you for the information, most useful.  I will raise a PER and attach it to this ticket for costing.

Regards
Andre Hill
PF EDI Support
",0.6884432453624059,,
TS001850415,Lindt & Sprüngli International AG,Customer,"Hi, 
Just to be sure: we send sample files in TEST environnment. 
We send both LSSE_FL_5790000000548_PRICAT_TEST-.EDI and LSSE_7381010015707_PRICAT_PROD-.EDI. 
LSSE_7381010015707_PRICAT_PROD-<timestamp>.EDI is for DHL sweden and 
LSSE_FL_5790000000548_PRICAT_TEST-<timestamp>.EDI is for Frode Laursen Sweden. 

I can see that we store both files on  /usr/sap/temp/LT1/sci/se/test/outbound/ but as you can check in InFlight only DHL gets the file. 

Thanks, 
Hamed
",-0.6309924505525614,,
TS001922794,"Schneider Enterprise Resources, LLC",Customer,"Hello, we will need a custom 210 map for this partner. ?Please see revised PER LT_Veraction_210_PER_revised0312  for details. Search on ""Revised"" to see the changes. Thank you, Nance
",0.7695730656746397,,
TS002077289,Mode Transportation,Customer,"Per the Client > We had a delay on this project and we will be turning these on in conjunction with Whirlpool QE or Outbound loads. You will receive an email about a week in advance for when your SCAC will be migrated to production.
",0.6282533140714256,,
TS001767795,Tesla Motors,Customer,"Hi Mike,

Can you please provide on this request.

Thanks,
Shoba 
",-0.7269845521450393,,
TS001803786,Atalanta Corporation,Customer,"also for the IT108,110,111 please send the vn, in, ua item codes to gordon.
",0.5573452623912931,,
TS001922794,"Schneider Enterprise Resources, LLC",Customer,"Hello, partner is reviewing 210 tests. Thanks,Nance?
",-0.6789604909172763,,
TS002138978,ArvinMeritor Inc (MI),Customer,"Hi Bijoy,

I added an extra line and segment delimiter and the file translated partially, there are no header records.

Please fix this ASAP.

PID: 24953249

Thanks,
Veena.
",-0.9200031301961703,,
TS001803786,Atalanta Corporation,Customer,"Need more changes to the invoice:

Please remove the from N1""RE
Please remove all REF.
remove DTM qualifier 073 and 097, leave only the DTM line for 011
Please add the Monetary exteded amount ont the CTP08 which should be the grand total of the line item.

",-0.9135439114064539,,
TS001850415,Lindt & Sprüngli International AG,Customer,"Hi Alagappa, 

Thank you for your support. 

I just sent some sample files to Frode Laursen. I can see them in InFlight Monitoring but all of them have been sent to DHL Sweden. 

All Files in /usr/sap/temp/LT1/sci/se/test/outbound/ with filename convention LSSE_FL_5790000000548_PRICAT_TEST-.EDI needs to be sent to Frode Laursen. 

Could you please check the issue. Thanks
",0.7008158369255945,,
TS001922794,"Schneider Enterprise Resources, LLC",Customer,"Hello,
Testing is in progress. Thanks,Nance?
",-0.492584986896252,,
TS002105514,"Church & Dwight Co., Inc.",Customer,"Hello IBM Team,
Map changes are required in SAC segment .
- Remove mapping for SAC segment from Item level (Row #? 1418 - 1433)
- Summary level allowance(SA05) will contain the sum of all the allowance in item level plus allowance coming in summary level.(Row #? 1836 and 1839)

Updated MRS is attached .

Thank You,

Kind Regards,
Nitin
",-0.6063859269223948,,
TS001767795,Tesla Motors,Customer,"Hi  Mike,

Can you please  provide the attachment ,  i don't see  an attachment 
Also can you please  provide the username you used to connect the server and the VPN connectivity details  and if the IP is whitlisted.
Would it be ok if we migrate from FTP to SFTP.

It would be great if all the details from end to end  connectivity is  provided  in a  word   Document.

Thanks,
Shoba 

",-0.7395008331286714,,
TS001803786,Atalanta Corporation,Customer,"thank you I will resend test.
",0.7662451003680929,,
TS002020744,Premier Farnell Ltd.,Customer,"Hi Jas
I appreciate the time you have spent on this, it's been a big help.

We do need to set Sky High as a new TP Lookup value in our ERP so we would be sending 2 different <TradingPartner> tags in the ORDERS XML but would need both to go to 102108446WP:01.  

If it is ok to append the NAD+SE value sent back to the EDI code to get 2 different codelist values then this will be off great help to us.  This would actually only be for ORDRSP as we have been told that INVOIC messages will be sent manually.

My only question is when you say you would append the NAD+SE value to the EDI code before performing the codelist check to get the TP Lookup Code, does this mean you have to the same for all TP's using the same map or would it be for that EDI code only?  If it's all TP's then wouldn't it be high risk as you would need to change the codelist entries for a lot of TP's?

Andre.


",-0.5869352282353391,,
TS002077289,Mode Transportation,Customer,"Waiting on client - will advise once I have an update from them
",-0.6399548638737488,,
TS001955196,ULTA SALON COSMETICS &  FRAGRANCE,Customer,"Supplier has yet to provide test signoff.  Will contact them once again.
",0.6662572984483502,,
TS001475541,"Schneider Enterprise Resources, LLC",Customer,"Hi,
Regarding the recent map change all is good except the following:
We also need L11 reference with qualifier CR - Replicate the value and qualifier at each AT1 segment.
AND the L11 reference with qualifier of ZZ and where L11*03 = SIDEMARK - Replicate the value and qualifier at each AT1 segment.
Please see PID: 97193025-859c-4763-b36f-5c92346cd7f7 and the updated Map Request (20190405_MapChangeRequests.docx)
Thank you,
Karla
",-0.6082036678526144,,
TS001475541,"Schneider Enterprise Resources, LLC",Customer,"Hi,
I will test the map out and let you know if we have any issues.
Thank you,
Karla
",-0.5089119282573501,,
TS001767795,Tesla Motors,Customer,"Hi Team,

Please provide an update on this ticket.

Thanks,
Shoba 
",-0.6801671982473295,,
TS001803786,Atalanta Corporation,Customer,"send to production.
",0.6692075458401573,,
TS001922794,"Schneider Enterprise Resources, LLC",Customer,"Hello,
Please set this partner up using:

URL: ftp.accuship.com

USERNAME : scnn
?
Thank you, Nance
",-0.5414711308444039,,
TS002020744,Premier Farnell Ltd.,Customer,"Hi Jas
Thanks for the info. I suspected the qualifier would be a part of the code as well.  I was trying to find an easy way you could differentiate between 2 PF Lookups pointing to the same EDI/GLN code and was hoping i could use the qualifier.  The only other option is using the NAD+SE segment but this obviously mean reading forward in the message until you find it which is not a brilliant solution.  Our third option is that you always use the same TP Lookup code on inbound messages but I need to make sure that it would work in our ERP.

Andre.
",-0.7938372605297016,,
TS002138978,ArvinMeritor Inc (MI),Customer,"Hi Bijoy,

Can you please explain what does SORT and deffered do?

Also The file failed during translation, please check and confirm the reason of the failure.

PID: 24903623

Thanks,
Veena.
",-0.894755565450741,,
TS001767795,Tesla Motors,Customer,"Hi Team,

Do you have any update on this ticket.

Thanks,
Shoba
",0.6304355894490393,,
TS001850415,Lindt & Sprüngli International AG,Customer,"Hi Alagappa, 

Great, please keep me updated. SAP PO interface is ready to send orders. As soon as outbound flow is ready, I'll inform the business to start testing. 

Thanks,
Hamed
",-0.8085244466853527,,
TS001922794,"Schneider Enterprise Resources, LLC",Customer,"Hello, I am checking with the partner and will get back to you. Thanks,Nance?
",0.6897043489808442,,
TS002077289,Mode Transportation,Customer,"Client advises that they are not going to change the ISA/GS at this time but only modify the destination file
name and the Segment ? linefeed (hex 0A) which confirmed is working.  Waiting on feedback as to when they are updating this to Production
",-0.9454432870608119,,
TS002138978,ArvinMeritor Inc (MI),Customer,"Hi Bijoy,

Can you please explain what does SORT and deffered do?

Thanks,
Veena.

",-0.8631476305993298,,
TS001961323,GameStop Inc.,Customer,"Hi Tina,

Thank you.

Thanks,
Deepthi G?
",0.7120193784395612,,
TS002020744,Premier Farnell Ltd.,Customer,"One other question please.

Is it possible to use the same EDI/GLN code with a different qualifier code without affecting the routing of the message via a VAN?

For example CYPRESS use 102108446WP : 01 for their Production EDI and 102108446WT : 01 for Test.
If we sent something to 102108446WP : 02 as an example is that classed as a completely different EDI code?  Would it need changes within the mailboxes to work or do they only use the 102108446WP part of the code, with the qualifier used internally by the customer?

Andre
",-0.869725800622376,,
TS001985984,ArvinMeritor Inc (MI),Customer,"Hi Seshu,

Please move the changes to production on 03/28 between 10 AM and 11 AM EST hours.

Apologies for the short notice.

Regards,
Mohan.

",-0.7135509184533121,,
TS002077289,Mode Transportation,Customer,<p>Sheila - client advises that IBM picked up 2 files.</p><p>Penske shows IBM picked up two file WPCT_OUT_204_MTLE_000000003_20190325110724276.edi and WPCT_OUT_204_MTLE_000000002_20190325110514728.edi</p><p></p><p>Neither file is found as a red light out on IBM realizing they sent Production ID's with a T indicator so not</p><p>sure where they went after they were picked up</p><p></p><p>ISA^00^&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;^00^&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;^ZZ^PENSKEWPCTT&nbsp;&nbsp;&nbsp;^02^MTLE&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;^190325^1105^U^00401^000000002^0^T^|</p><p>GS^SM^PENSKEWPCTT^MTLE^20190325^1105^2^X^004010</p><p>ST^204^000020001</p><p>B2^^MTLE^^53200565^^PP</p><p></p><p>and</p><p></p><p>ISA^00^&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;^00^&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;^ZZ^PENSKEWPCTT&nbsp;&nbsp;&nbsp;^02^MTLE&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;^190325^1107^U^00401^000000003^0^T^|</p><p>GS^SM^PENSKEWPCTT^MTLE^20190325^1107^3^X^004010</p><p>ST^204^000030001</p><p>B2^^MXDN^^53229080^^PP</p>,-0.8175400939082946,,
